Name,Date,Location,Type,Region,Weather
DAMAG3,9/6/2024,Funhouse,Music,Capitol Hill / Central District,"Sunny, with a high near 80."
Dead On A Sunday,9/6/2024,El Corazon,Music,Downtown,"Sunny, with a high near 82."
Eugene Mirman,9/6/2024,The Neptune Theatre,Theatre,University District,"Sunny, with a high near 80."
Extra Thinck,9/6/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Sunny, with a high near 81."
Future and Metro Boomin,9/6/2024,Climate Pledge Arena,Music,Queen Anne / Seattle Center,"Sunny, with a high near 81."
HE$H,9/6/2024,The Crocodile,Music,Downtown,"Sunny, with a high near 81."
Osees,9/6/2024,Neumos,Music,Capitol Hill / Central District,"Sunny, with a high near 79."
Streetlight Manifesto,9/6/2024,The Paramount Theatre,Music,Downtown,"Sunny, with a high near 79."
Sweet Dreams,9/6/2024,The Triple Door,Music,Downtown,"Sunny, with a high near 80."
The Softies,9/6/2024,Fremont Abbey Arts Center,Music,Fremont / Ballard,"Sunny, with a high near 79."
Apes of the State,9/7/2024,The Crocodile,Music,Downtown,"Sunny, with a high near 76."
Babes in Canyon,9/7/2024,Sunset Tavern,Music,Fremont / Ballard,"Sunny, with a high near 76."
Crack Sabbath,9/7/2024,High Dive,Music,Fremont / Ballard,"Sunny, with a high near 78."
CupcakKe,9/7/2024,Showbox SoDo,Music,Pioneer Square,"Sunny, with a high near 76."
Dane Cook: Fresh New Flavor,9/7/2024,The Paramount Theatre,Theatre,Downtown,"Sunny, with a high near 78."
Jammah,9/7/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Mostly sunny, with a high near 80."
Justified,9/7/2024,The Royal Room,Music,South Seattle,"Sunny, with a high near 76."
Leslie Jones: Live,9/7/2024,The Moore Theatre,Theatre,Downtown,"Sunny, with a high near 79."
Magdalena Bay: The Imaginal Mystery Tour,9/7/2024,The Neptune Theatre,Music,University District,"Sunny, with a high near 76."
Mark Farina – Mushroom Jazz,9/7/2024,Nectar Lounge,Music,Fremont / Ballard,"Mostly sunny, with a high near 80."
Moraine,9/7/2024,The Royal Room,Music,South Seattle,"Sunny, with a high near 77."
Nervosa,9/7/2024,El Corazon,Music,Downtown,"Mostly sunny, with a high near 79."
Osees,9/7/2024,Neumos,Music,Capitol Hill / Central District,"Sunny, with a high near 77."
Redferrin,9/7/2024,Tractor Tavern,Music,Fremont / Ballard,"Sunny, with a high near 78."
Seattle Storm vs. Phoenix Mercury,9/7/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,"Mostly sunny, with a high near 79."
Slow Magic,9/7/2024,Barboza,Music,Capitol Hill / Central District,"Sunny, with a high near 78."
Sum 41,9/7/2024,WaMu Theater,Music,Pioneer Square,"Sunny, with a high near 80."
SWITCHFOOT,9/7/2024,Marymoor Park,Music,Bellevue / Eastside,"Mostly sunny, with a high near 80."
Carin Leon,9/8/2024,Climate Pledge Arena,Music,Queen Anne / Seattle Center,"Mostly sunny, with a high near 76."
Cole Nussbaumer Knaflic,9/8/2024,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Mostly sunny, with a high near 75."
Festal: Live Aloha Hawaiian Cultural Festival,9/8/2024,Seattle Center,Festivals & Special Events,Queen Anne / Seattle Center,"Mostly sunny, with a high near 77."
Klezmer Starts Here: The Music of Dave Tarras,9/8/2024,The Royal Room,Music,South Seattle,"Mostly sunny, with a high near 75."
Lalah Hathaway,9/8/2024,Showbox SoDo,Music,Pioneer Square,"Mostly sunny, with a high near 75."
Marty O’Reilly,9/8/2024,Tractor Tavern,Music,Fremont / Ballard,"Mostly sunny, with a high near 77."
Night Tempo,9/8/2024,The Neptune Theatre,Music,University District,"Mostly sunny, with a high near 73."
Out of Stock,9/8/2024,High Dive,Music,Fremont / Ballard,"Mostly sunny, with a high near 76."
Seattle Seahawks vs. Denver Broncos,9/8/2024,Lumen Field,Sports,Pioneer Square,"Mostly sunny, with a high near 74."
The Get Up Kids,9/8/2024,The Showbox,Music,Downtown,"Mostly sunny, with a high near 76."
young friend,9/8/2024,Barboza,Music,Capitol Hill / Central District,"Mostly sunny, with a high near 73."
