Name,Date,Location,Type,Region,Weather
To What Remains,5/25/2024,The Museum of Flight,Film & Media Arts,South Seattle,"A chance of rain showers. Mostly cloudy, with a high near 59. South southwest wind around 8 mph. Chance of precipitation is 30%. New rainfall amounts less than a tenth of an inch possible."
Wheel,5/25/2024,Barboza,Music,Capitol Hill / Central District,"A chance of rain showers. Mostly cloudy, with a high near 59. South southwest wind around 8 mph. Chance of precipitation is 30%. New rainfall amounts less than a tenth of an inch possible."
Annie Eastwood,5/26/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"A slight chance of rain showers before 11am. Mostly cloudy, with a high near 61. Chance of precipitation is 20%."
Avenue East,5/26/2024,High Dive,Music,Fremont / Ballard,"A slight chance of rain showers before 11am. Mostly cloudy, with a high near 62. Chance of precipitation is 20%."
Colby Acuff,5/26/2024,Tractor Tavern,Music,Fremont / Ballard,"A slight chance of rain showers before 11am. Mostly cloudy, with a high near 61. Chance of precipitation is 20%."
Jacob Collier,5/26/2024,The Paramount Theatre,Music,Downtown,"A slight chance of rain showers before 5pm. Partly sunny, with a high near 61. Chance of precipitation is 20%."
Kathy Moore Super Power Trio,5/26/2024,Sunset Tavern,Music,Fremont / Ballard,"A slight chance of rain showers before 11am. Mostly cloudy, with a high near 63. Chance of precipitation is 20%."
Massive Monkees Day,5/26/2024,The Neptune Theatre,Music,University District,"A slight chance of rain showers before 11am. Mostly cloudy, with a high near 61. Chance of precipitation is 20%."
Chad and JT,5/27/2024,The Crocodile,Theatre,Downtown,"Partly sunny, with a high near 69."
Goodbye Viking,5/27/2024,Sunset Tavern,Music,Fremont / Ballard,"Partly sunny, with a high near 70."
Avi Kaplan,5/28/2024,The Crocodile,Music,Downtown,"A chance of rain showers. Mostly cloudy, with a high near 67."
Holly Humberstone,5/28/2024,Neumos,Music,Capitol Hill / Central District,"A chance of rain showers. Mostly cloudy, with a high near 67."
Nora Kenworthy,5/28/2024,Town Hall Seattle,Readings & Lectures,Downtown,"A chance of rain showers. Mostly cloudy, with a high near 66."
Vanished,5/28/2024,Sunset Tavern,Music,Fremont / Ballard,"A chance of rain showers. Mostly cloudy, with a high near 65."
Beverly Crusher,5/29/2024,Sunset Tavern,Music,Fremont / Ballard,"A chance of rain showers. Partly sunny, with a high near 64."
Cloud Nothings,5/29/2024,Tractor Tavern,Music,Fremont / Ballard,"A chance of rain showers. Partly sunny, with a high near 64."
Hanabie,5/29/2024,The Crocodile,Music,Downtown,"A chance of rain showers. Partly sunny, with a high near 63."
Nerd Tour 2024 – Seattle,5/29/2024,Rendezvous JewelBox Theater,Theatre,Downtown,"A chance of rain showers. Partly sunny, with a high near 65."
Seattle Sounders FC vs. Real Salt Lake,5/29/2024,Lumen Field,Sports,Pioneer Square,"A chance of rain showers. Partly sunny, with a high near 65."
